Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",13.40584405,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",18.6123187,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",3.340521704,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",4.205777015,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",0,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",9.332977378,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",13.04240921,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",2.52659438,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",12.93468045,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",55.85696568,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",1.33135706,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",20.69148464,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",0.500055057,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",5.712940658,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",2.375459211,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",1.0863154,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",2.05739658,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",110.1743268,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",3.198678489,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.431100021,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",17.60646835,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",27.47372661,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",43.10250363,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",4.418569971,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",3.285991704,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",37.10501821,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",7.624885995,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",32.07891173,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",52.1501069,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",17.3385081,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",8.272940237,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",32.84230546,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",36.51154967,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",94.99597367,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",75.63471692,Computed/CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",91.1554343,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.094979545,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",5.486030717,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",35.45792007,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",20.07962006,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",3.511852502,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",5.729303212,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.798296875,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",12.30456082,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.106827863,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",12.78534716,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",54.89453362,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.183407014,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",20.66450449,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.725930591,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",6.026020749,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.706004651,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.599436263,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.04918814,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",114.3843972,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.887393668,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.328804215,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",18.66330727,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",27.41922485,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",42.53796896,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",6.491106587,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",5.499791331,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",3.682092658,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",7.81026666,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",7.451640514,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",38.05821186,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",57.62408427,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",21.18308876,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",6.353300218,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",38.87254393,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",44.05875232,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",99.90221059,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",77.64499179,Computed/CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",96.65140398,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",1.71160886,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",5.86470087,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",36.73590709,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",11.33317845,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",3.581204241,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",6.87114612,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",3.501136437,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",15.25674043,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.058738991,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",13.73940854,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",51.46527318,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",1.082513586,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",19.84482744,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",1.468879418,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",6.398114194,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",4.546788743,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",1.395328642,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",1.567008116,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",111.1067595,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.69011826,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",2.67930137,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",14.40865567,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",26.57675765,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",45.77532577,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",6.720990419,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",4.106273329,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",3.039082916,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",7.299790562,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",8.209268197,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",37.46084955,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",49.06935584,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",23.67425247,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",11.45407613,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",45.24103028,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",48.81695325,CTS/MoI
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",74.9867849,Computed/CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",92.72783849,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",0.661999632,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",8.499300745,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",36.39691758,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",19.67988314,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",3.369505206,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",7.096063746,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",3.151641217,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",17.47298884,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",4.441652549,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",12.92959851,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",46.5757346,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",1.496352602,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",22.06041775,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",1.79776791,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",6.767425047,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",5.985632725,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",1.430162943,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",1.9404596,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",108.5127112,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",3.616188431,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",2.790520671,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",23.96782048,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",45.910138,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",6.576709036,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",4.39970076,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",7.90636182,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",7.511190701,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",37.15033739,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",54.84375024,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",20.09129038,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",11.88466758,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",46.00804273,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",47.80393093,CTS/MoI
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",65.68153162,Computed/CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",78.22905232,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",0.114152732,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",6.468353459,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",31.4387907,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",13.09082579,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",1.91471267,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",6.062037308,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",2.398822373,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",13.97087073,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",2.225587098,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",11.21336174,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",44.40653336,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",0.93680797,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",20.5764284,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",1.640774449,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",7.014961822,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",5.341122039,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",1.081243441,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",2.030561365,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",111.5539977,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",3.351891439,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",2.452087953,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",24.75879509,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",49.06376865,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",6.78200677,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",5.227850195,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",8.284044706,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",7.611254781,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",37.62204031,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",62.94582534,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",10.08503794,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",54.96756498,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",62.46412214,CTS/MoI
